Fare amount;Wind Direction;Humidity;Wind Speed;Temperature;Pressure
9;240;67;4;286;999
16;193;78;2;265;1024
7;190;81;4;281;1020
13;310;51;7;261;1027
25;126;68;1;293;1021
8;293;66;4;263;1009
5;270;30;4;285;1019
6;0;62;2;285;1024
10;244;80;3;272;1039
4;284;88;2;287;1010
3;319;57;5;270;1013
5;170;82;6;291;1005
11;306;61;6;280;1028
16;60;93;6;287;1020
9;300;40;4;282;1011
13;198;49;3;290;1022
14;220;71;5;286;1022
6;20;56;3;292;1022
52;300;70;7;279;1008
20;168;69;3;295;1026
9;170;82;4;288;1021
16;338;85;2;275;1031
6;120;95;2;279;1032
7;20;81;4;272;1036
10;320;38;5;277;1030
10;270;50;3;266;1019
14;347;29;2;294;1017
9;50;35;6;287;1031
10;10;80;3;276;1025
7;120;66;2;281;1028
5;110;68;3;302;1007
16;150;57;2;281;1026
43;32;82;5;288;981
7;218;86;2;279;1029
14;250;78;6;296;1001
6;290;67;6;266;1021
19;160;50;2;285;1019
28;330;42;8;279;1017
19;18;73;3;286;1004
15;20;64;5;275;1017
12;282;100;6;268;1026
16;198;61;4;302;1021
14;340;98;3;268;1035
25;260;22;3;294;1022
5;10;64;5;294;1010
13;189;95;3;296;1014
7;320;58;6;271;1006
13;350;93;3;278;1005
7;0;57;2;297;1019
8;0;87;2;281;1008
7;244;82;3;266;1025
5;211;93;1;291;1012
9;110;100;2;277;1028
11;197;69;4;292;1028
9;220;88;1;292;1009
7;80;72;4;290;1025
10;302;64;2;300;1010
11;230;100;4;284;997
5;205;69;2;277;1038
8;330;17;9;284;1014
10;330;71;3;284;1008
8;50;88;3;291;1018
21;220;59;6;285;1016
10;180;63;5;293;1013
23;180;50;5;286;1012
10;167;94;1;281;1027
14;214;67;1;281;1026
7;317;42;3;291;1018
10;315;84;2;265;1036
180;290;42;9;272;1016
8;70;100;1;280;1013
8;244;74;3;281;994
15;70;80;7;277;1031
8;266;59;1;296;1011
5;219;88;3;296;1027
18;30;72;2;288;1019
15;140;56;4;281;1039
18;253;57;1;290;986
24;212;57;5;285;1033
23;202;51;2;298;1023
7;208;81;1;272;1042
30;215;66;2;271;1033
32;321;56;3;296;1026
7;30;87;17;289;968
7;317;45;3;278;1020
32;257;77;3;287;1021
21;166;64;2;302;1016
14;143;70;2;289;1032
8;0;52;0;280;1029
9;277;66;1;293;992
4;244;55;3;267;988
4;238;55;1;301;985
25;133;98;3;292;1014
8;36;79;3;288;1026
8;222;69;4;280;1024
19;310;55;4;290;1021
7;160;40;3;276;1027
31;0;32;0;270;1025
21;278;66;3;280;1004
8;222;80;1;257;1039
20;70;76;3;286;1023
7;200;64;2;296;1016
12;356;82;1;297;1021
4;30;93;5;286;1020
24;50;39;3;281;1029
12;310;30;10;279;1014
7;43;47;3;299;1009
7;272;89;1;292;1019
4;324;71;3;267;1043
8;70;87;2;281;1015
7;160;73;2;292;1021
45;244;74;1;274;1041
16;250;60;4;291;1013
4;3;98;0;291;1012
13;350;25;4;281;1017
11;346;66;4;278;1013
8;300;69;9;276;1000
40;321;52;4;295;1012
4;245;77;1;282;984
14;310;47;10;276;1001
7;142;98;2;291;1013
8;20;38;3;293;1021
12;135;89;0;291;1020
9;60;62;1;283;1024
36;260;57;4;267;1022
6;293;39;3;270;1019
36;140;47;7;287;1027
14;210;59;3;305;1019
8;290;100;3;287;1008
9;258;83;2;289;992
4;332;50;1;282;1012
17;317;70;6;274;1025
10;244;62;3;282;968
9;193;82;3;267;1029
6;290;55;6;288;1006
7;40;72;5;291;1016
11;10;39;3;281;1015
6;282;74;4;284;1024
18;201;42;2;300;1020
11;210;93;4;279;1020
25;50;70;2;278;1027
18;173;72;3;277;1016
10;110;63;3;290;1011
20;324;57;1;300;1009
7;160;87;3;286;1027
16;40;74;3;272;1024
7;304;65;2;283;1007
9;220;69;1;284;1012
14;251;76;3;268;1028
5;236;23;3;301;1022
13;240;93;4;280;1016
15;310;65;2;278;1005
9;248;94;1;292;1016
8;305;89;4;274;1037
6;350;34;6;266;1022
7;188;96;1;288;1023
14;112;95;5;283;1034
15;265;42;1;299;1018
7;283;80;1;267;1016
20;233;87;2;280;1015
10;158;93;2;288;1025
10;130;70;2;280;1026
5;250;56;2;294;1015
10;160;64;4;294;1020
5;325;81;1;284;1014
5;90;47;1;290;1022
19;10;52;4;279;1034
12;232;95;1;287;1013
9;20;86;3;271;1017
48;203;85;2;266;1020
15;73;80;1;279;1005
11;190;45;2;287;1026
6;20;24;2;273;1018
12;204;61;1;273;1027
4;82;92;1;287;1013
11;224;61;1;296;1019
10;340;62;5;266;1021
15;330;76;3;283;1024
6;90;70;1;290;1013
19;317;79;2;286;1010
10;244;57;3;267;993
28;40;40;2;283;1030
7;310;69;7;275;1030
48;300;44;10;266;1004
19;360;93;7;274;1010
18;211;33;2;295;1023
24;143;77;1;266;1016
27;10;68;2;272;1034
15;130;55;5;306;1010
17;340;60;6;279;1013
8;164;64;3;302;1012
8;89;52;0;309;1021
23;183;63;3;296;1031
22;170;52;2;293;1014
16;188;58;3;299;1017
26;340;32;5;269;1011
6;358;60;1;256;1025
21;310;59;6;275;1016
11;138;95;1;285;1023
23;210;73;3;269;1013
4;10;30;12;278;1032
3;243;26;3;298;1020
11;120;52;5;278;1022
7;310;75;3;277;1005
23;310;43;10;274;1012
53;220;77;2;286;1018
33;203;88;0;279;1019
6;0;30;0;271;1035
8;296;96;3;293;1021
12;340;41;4;277;1023
9;350;55;2;273;1030
5;230;72;3;288;1011
25;76;100;2;274;1011
16;293;64;0;298;1029
30;170;93;3;288;1021
5;321;93;1;297;1013
7;198;67;4;297;1021
16;138;26;1;303;1025
6;325;70;3;265;1020
10;270;59;5;289;1005
11;190;87;3;279;1006
7;270;56;4;294;1012
14;60;50;7;286;1031
35;300;52;7;279;1018
7;310;69;5;294;1013
12;260;56;7;276;1012
34;310;40;5;273;1027
7;315;26;0;277;1021
9;220;61;2;297;1015
5;20;64;2;296;1019
11;279;84;1;275;1029
4;218;83;4;281;1013
10;0;37;0;275;1029
6;0;81;0;279;1008
15;24;100;2;265;1026
8;289;88;2;273;1029
11;67;87;2;282;1022
15;44;73;1;286;1019
6;220;86;3;269;1014
4;244;80;3;272;1023
9;310;69;6;274;1003
13;344;60;3;283;1035
7;240;54;5;271;1025
9;287;88;1;296;1009
5;0;78;0;295;1012
20;160;69;3;300;1016
9;135;81;1;300;1003
4;37;61;2;296;1025
3;10;80;3;276;1025
9;244;44;3;281;986
18;300;45;8;280;1019
8;325;55;2;281;1006
13;152;97;3;293;1024
8;142;50;1;296;1012
18;352;84;1;267;1015
14;190;21;5;293;1019
7;307;57;2;297;1008
9;248;80;4;300;1009
23;219;59;1;290;1020
22;20;60;3;274;1037
13;300;38;8;262;1023
21;43;94;3;278;1050
9;332;76;3;269;1022
57;222;43;2;300;1017
13;290;42;7;279;1026
12;260;46;4;284;1012
12;115;59;1;292;1027
8;196;51;3;301;1029
16;238;62;4;290;1024
14;248;80;1;287;987
11;244;56;3;267;1007
6;121;69;1;291;1032
5;270;77;2;291;1017
8;60;36;2;300;1022
6;260;48;9;300;1000
9;310;34;4;300;1018
5;202;65;4;301;1022
14;244;74;3;281;972
24;50;87;3;281;1020
11;19;81;1;288;1007
17;15;37;1;291;1024
7;330;25;8;276;1016
7;20;64;5;275;1017
15;197;60;0;300;998
16;109;91;2;279;1016
4;214;93;3;286;1014
5;40;93;4;277;1017
24;126;96;2;275;1013
14;260;38;5;297;1017
13;290;40;9;283;1008
33;10;60;7;274;1033
11;210;37;6;278;1029
9;50;82;2;289;1026
6;250;49;4;269;1009
6;320;69;5;277;1005
14;340;51;2;274;1025
8;235;80;2;262;1030
9;50;93;4;291;1022
6;230;36;5;282;1019
6;230;86;3;276;1024
13;140;93;10;284;1003
21;300;58;6;271;1008
3;248;73;8;299;1009
32;313;57;3;289;1012
25;315;80;1;254;1025
5;360;70;1;277;1014
57;253;74;1;294;1017
6;50;81;0;278;1024
9;310;42;10;279;1015
34;145;95;4;289;1000
5;360;59;3;276;1027
11;130;50;5;286;1026
8;350;69;9;275;1017
14;232;86;5;268;1023
10;271;80;1;275;1021
5;70;75;3;281;1028
12;182;97;9;285;1016
39;320;30;11;270;1007
5;70;53;4;296;1026
17;120;94;3;297;1017
6;150;51;6;299;1014
6;170;50;9;286;1021
21;244;75;3;282;989
19;125;92;3;293;982
4;50;61;2;278;1001
8;309;79;6;278;1023
8;94;65;1;296;1010
6;0;30;0;271;1035
12;98;67;5;283;1041
21;244;80;3;284;1022
7;230;60;4;279;1017
8;244;82;3;276;974
8;310;34;4;285;1008
8;140;77;1;292;1016
7;122;77;1;291;1016
10;127;75;0;291;1016
36;90;59;3;274;1031
22;294;89;6;278;1021
4;315;68;3;296;1024
14;238;80;1;266;1027
6;266;52;3;286;1023
20;319;31;2;294;1011
15;220;80;4;281;1015
9;320;68;12;270;1013
11;285;65;2;291;1013
24;20;24;2;273;1018
9;30;61;3;297;1020
13;199;76;1;256;1016
10;235;84;1;289;1015
57;306;75;6;272;1028
6;40;68;6;289;1025
29;240;36;2;295;1016
18;278;33;2;286;1006
17;200;47;2;298;1015
18;310;53;3;267;1029
14;153;67;2;294;1026
12;233;61;3;266;1032
28;249;42;2;298;1015
4;190;100;2;279;1020
15;81;67;3;285;1032
10;240;45;5;302;1009
28;338;84;4;270;1036
7;0;81;0;276;1016
9;186;98;1;296;1024
10;0;57;1;283;1025
10;166;51;1;299;1019
5;80;80;1;277;1014
18;317;100;6;265;1026
14;20;59;4;275;1018
3;320;37;5;274;1014
9;180;73;5;295;1022
4;309;93;1;277;1033
21;320;58;5;285;1019
8;60;69;3;276;1015
7;244;69;3;271;996
34;140;57;4;297;1016
14;50;93;3;286;1013
17;179;93;3;293;1025
7;310;24;12;274;1013
8;255;71;1;294;1039
8;152;94;3;292;1018
10;289;59;3;297;1027
14;160;74;4;299;1017
12;40;81;3;279;1014
6;130;63;3;294;1024
11;108;98;1;291;1015
5;330;94;3;272;1026
8;240;65;4;297;1011
9;244;71;3;276;987
9;10;54;1;279;1005
15;310;18;3;290;1021
17;260;48;6;266;1012
15;290;45;6;300;1005
7;179;50;3;287;1039
54;164;64;2;295;1024
19;230;90;4;280;1017
13;218;80;0;258;1034
31;180;55;3;289;1021
19;310;77;4;291;1004
10;264;78;2;288;1018
22;300;40;12;273;1016
4;0;100;0;287;1007
6;270;43;5;293;1012
15;158;74;2;284;1034
12;250;17;1;294;1021
7;327;67;4;267;1017
9;248;96;2;294;1012
9;190;81;2;282;1022
13;100;54;2;296;1025
14;270;23;10;290;1008
10;0;55;0;272;1027
22;321;80;2;269;1021
8;288;98;1;279;1018
16;0;54;0;285;1019
9;230;93;4;290;1004
31;290;98;2;291;1011
8;10;82;4;288;1020
7;120;56;3;294;1015
11;0;100;0;291;1014
27;354;96;1;288;1007
23;244;80;3;266;1035
52;230;57;3;281;999
13;93;80;1;265;1020
5;40;66;2;285;1018
7;28;70;1;268;1021
21;180;58;4;303;1012
12;244;80;3;274;1020
12;190;100;2;281;1016
6;260;77;1;291;1017
21;135;80;2;281;1020
18;20;49;4;268;1022
4;241;95;1;270;1018
9;135;95;1;289;1005
9;244;80;3;279;1010
8;270;68;3;270;1025
22;50;76;3;285;1021
8;140;87;6;285;1009
26;330;69;4;275;1026
35;180;81;1;277;1021
17;249;46;1;302;982
6;220;81;3;281;1021
6;320;35;7;275;1026
5;310;53;7;284;1016
7;190;88;3;295;1009
6;244;73;3;271;974
21;200;50;8;295;1015
9;346;46;3;286;1038
18;30;59;5;275;1018
7;340;80;1;292;1008
6;191;98;1;279;1026
10;229;61;1;286;1025
7;2;49;1;294;1011
7;208;34;2;292;1023
12;244;78;3;275;976
3;275;71;2;259;1028
9;260;44;5;274;1016
16;320;28;12;270;1020
6;252;64;2;286;1036
16;300;52;7;279;1018
6;280;29;10;267;1017
15;314;50;1;304;1011
22;150;54;3;300;1012
42;135;71;2;293;1017
8;123;81;1;291;977
15;54;54;1;290;1023
14;319;72;3;260;1017
6;120;97;0;292;1022
15;220;51;3;273;1023
21;341;41;2;287;1037
7;154;98;2;294;1013
13;190;56;6;294;1016
9;140;63;2;288;1025
8;44;98;3;276;1038
25;190;56;4;295;1019
25;220;60;3;295;1009
6;320;64;7;277;1007
20;300;32;6;261;1023
5;270;69;7;275;996
6;323;63;2;278;1005
11;248;81;1;281;986
11;230;52;3;281;1020
7;50;59;3;275;1027
7;196;49;0;292;1023
7;231;72;1;294;1013
4;290;48;5;287;1006
6;360;81;9;280;1011
19;218;78;1;297;1006
34;250;40;4;292;1011
52;288;78;3;273;1009
6;260;39;9;270;1021
13;283;95;2;277;1038
8;10;32;7;268;1019
12;240;69;3;274;1019
10;140;64;5;294;1017
20;160;38;4;306;1018
17;121;69;1;291;1032
10;278;76;2;301;1006
57;0;87;0;286;1020
20;130;60;3;277;1021
11;80;71;3;284;988
7;336;34;3;289;1007
8;360;93;5;279;1000
5;60;69;4;276;1014
4;112;95;5;283;1034
46;40;71;2;286;1018
7;193;82;1;258;1014
7;270;45;2;301;1023
15;340;48;3;273;1027
7;38;88;3;280;1042
10;170;88;6;297;1010
20;0;38;0;268;1023
52;315;93;2;287;1008
6;322;99;3;267;1036
8;140;57;3;298;1019
13;249;97;2;292;1020
10;270;55;9;277;1001
10;135;71;2;293;1017
6;210;62;3;285;1013
11;180;73;5;294;1013
9;290;47;8;272;1008
5;60;87;4;289;1018
11;111;95;1;289;1019
7;320;86;8;270;1009
13;50;88;4;297;1014
19;190;82;2;294;1017
9;259;53;3;287;1022
8;50;70;4;282;1029
14;76;95;2;288;1020
9;68;70;2;283;1007
8;64;88;3;278;1028
8;270;72;3;277;1016
10;310;78;0;294;1022
4;293;66;2;261;1018
9;290;79;5;267;1017
14;252;74;1;279;1026
12;250;69;3;276;1020
5;20;60;2;295;1013
11;216;73;0;293;1012
6;230;59;3;289;1031
11;167;100;2;265;1041
11;148;57;2;304;1015
7;70;93;4;280;1021
6;18;41;3;295;1015
4;300;45;9;278;1007
7;263;69;2;287;1019
9;337;79;3;271;1038
9;50;65;5;280;1029
10;181;51;4;299;1030
6;0;93;0;294;1019
18;300;52;6;279;1010
10;316;48;1;309;1011
7;354;94;1;289;1033
5;100;56;6;277;1022
15;270;46;5;269;1022
12;10;71;10;285;1010
10;186;81;1;299;980
13;210;48;2;272;1025
21;30;70;2;274;1023
5;343;83;2;293;1003
22;50;93;3;275;1017
13;190;52;5;294;1017
8;217;90;3;292;1021
15;224;34;1;301;1019
6;170;75;5;278;1011
17;212;54;1;286;1035
6;310;57;3;263;1026
13;270;76;6;282;1004
23;0;46;0;269;1024
8;333;73;1;263;1042
10;270;76;3;283;1009
7;60;86;12;273;1014
5;301;92;4;291;1024
7;170;59;4;291;1016
9;300;38;4;268;1028
11;30;85;2;266;1031
6;7;77;2;266;1031
10;355;45;2;287;1011
14;240;56;2;289;1015
15;317;66;1;303;1016
9;220;43;3;263;1026
47;320;57;4;282;1016
7;183;80;0;287;1010
16;201;62;1;280;1017
6;270;29;11;288;1009
10;10;88;2;289;1005
15;350;87;3;286;1011
5;206;72;6;291;1021
7;347;57;1;282;1015
12;320;58;2;268;1026
8;63;100;3;272;1035
33;360;82;1;291;1011
6;305;50;2;307;1006
19;275;43;6;261;1023
4;297;96;4;273;1030
12;281;58;3;278;1007
10;250;28;3;264;1027
9;330;73;3;266;1029
10;319;73;2;262;1028
8;316;42;4;291;1021
8;244;80;3;284;1022
15;20;90;3;277;1027
12;340;55;1;286;1027
25;51;70;3;294;1021
5;0;100;0;280;1031
9;170;81;4;286;1012
25;20;86;2;274;1019
5;270;44;4;277;1014
11;18;37;1;291;1021
9;244;80;3;280;1018
13;323;71;5;266;1014
4;141;53;1;301;1018
10;310;50;10;277;1022
7;330;48;3;276;1013
10;328;51;1;302;1011
21;335;92;9;284;1012
5;128;80;2;259;1018
9;80;55;2;276;1006
20;280;54;5;283;1012
7;260;82;2;293;1011
10;40;86;3;271;1013
13;118;95;5;284;1033
17;305;75;6;272;1028
15;60;71;3;283;1027
4;300;43;10;274;1013
5;220;69;5;301;1023
8;80;72;3;292;1014
6;190;69;3;300;1012
9;293;80;3;277;1025
3;308;54;2;285;1015
9;300;57;8;265;1029
5;199;63;2;288;1014
6;38;70;5;279;1013
9;313;57;3;280;1035
7;130;68;1;270;1017
5;80;83;3;297;1012
9;319;85;5;265;1021
12;30;64;10;275;1014
8;25;87;2;268;1018
7;180;88;3;290;1011
21;115;59;1;292;1027
6;299;78;1;268;1019
10;172;53;1;295;1018
4;170;87;4;283;1013
19;260;30;11;286;1008
42;190;82;2;294;1017
18;260;46;4;284;1012
10;62;85;2;269;1041
8;160;36;2;302;1019
5;312;62;3;267;1038
15;40;42;2;289;1031
4;360;77;2;285;1026
12;130;47;3;275;1035
10;105;74;1;290;1025
9;260;60;6;276;1012
14;250;93;3;279;1015
8;260;40;8;268;1020
5;338;35;1;275;1024
6;61;79;3;291;1028
14;23;75;4;277;1013
6;36;79;3;288;1026
4;60;83;3;294;1013
20;90;72;1;288;1035
18;190;67;1;284;1017
14;40;68;1;269;1006
16;64;85;2;285;1031
7;244;94;2;294;1018
40;31;61;0;309;1017
4;60;64;2;274;1036
10;260;45;4;290;1019
10;262;89;3;281;1028
9;250;65;3;278;1009
8;330;31;5;265;1023
11;290;38;7;278;1017
21;225;64;1;296;1012
21;244;93;3;275;1014
8;244;68;3;269;1000
6;251;80;6;272;1006
11;220;60;4;294;1005
7;360;70;1;277;1014
4;330;44;5;276;1030
17;279;80;2;269;1022
12;270;21;9;288;1011
8;124;97;1;289;997
7;20;93;1;279;1017
6;225;96;1;292;1006
5;150;44;2;272;1026
23;8;46;1;300;1023
12;310;55;7;275;1006
11;340;60;3;278;1013
7;155;67;1;301;1002
28;338;63;1;304;1010
16;237;51;1;296;1007
20;226;86;1;260;1017
25;261;91;1;282;986
29;280;41;6;286;1014
16;191;69;4;274;1033
31;250;80;4;270;1021
10;340;55;5;276;1008
7;230;41;5;277;1025
7;260;58;5;299;1010
13;325;68;1;299;1013
33;201;98;2;295;980
18;215;78;1;294;1010
11;10;71;4;283;1023
24;298;45;3;278;1007
7;20;68;4;291;1013
8;61;79;3;291;1028
8;267;65;5;301;1016
5;80;75;3;274;1013
23;193;86;3;278;1023
7;40;75;3;281;1013
29;300;83;6;275;1003
52;244;80;3;277;1005
8;170;58;4;285;1029
10;340;100;2;290;1017
4;20;42;1;280;1041
13;310;37;5;285;1017
22;340;48;4;280;1005
8;244;82;3;266;1025
8;260;72;2;286;1014
5;180;32;4;286;1021
9;230;94;2;296;1013
19;280;38;9;288;999
7;37;90;4;266;1015
9;220;78;4;297;1014
14;30;64;4;292;1025
8;0;25;0;267;1029
4;270;47;5;261;1023
6;230;80;2;275;1021
5;10;88;2;290;1017
32;40;56;2;275;1025
9;200;83;4;295;1013
8;217;68;3;266;1015
6;204;88;1;297;1008
8;310;23;8;289;1006
6;60;93;6;287;1020
9;219;72;1;285;1035
9;160;88;2;293;1011
15;167;94;1;292;1011
46;143;87;1;278;1037
18;244;73;3;281;995
11;282;89;1;282;1013
7;160;47;6;289;1025
7;126;94;3;293;980
20;325;60;6;294;1015
7;260;43;7;286;1008
33;348;60;3;283;1034
11;230;67;3;290;1029
3;65;88;4;276;1013
11;312;54;2;278;1024
10;79;77;2;280;1039
7;300;47;6;275;1017
8;10;75;2;279;1021
13;244;95;3;273;986
10;298;63;3;255;1019
4;240;41;2;295;1021
7;342;70;0;301;1006
9;40;66;5;285;1014
13;320;36;8;271;1010
19;272;52;1;299;982
5;40;93;4;277;1017
7;180;81;5;283;1008
9;90;87;2;281;1015
11;230;64;5;293;1005
7;320;71;5;281;1004
9;203;88;0;279;1019
8;330;80;4;274;1008
5;340;55;4;276;1016
4;53;82;6;288;982
23;293;64;0;298;1029
9;10;60;3;273;1034
5;193;72;0;281;1015
11;20;60;5;292;1016
13;95;88;1;289;1021
5;239;97;0;288;1008
6;98;66;6;283;1041
20;240;88;3;298;1008
15;270;39;3;298;1017
18;338;65;3;295;968
9;232;65;3;298;1011
15;310;55;7;275;1006
6;230;45;3;278;1023
10;20;51;5;271;1022
5;230;32;1;270;1030
15;130;42;1;296;988
14;71;54;2;289;1021
4;274;54;3;301;978
10;209;86;2;299;1009
8;280;32;4;300;1022
16;321;72;6;268;1013
7;284;77;1;289;1017
7;256;49;2;297;1018
7;280;33;7;293;1000
14;310;48;13;280;1016
9;187;45;1;298;1033
4;299;55;6;282;1007
7;227;97;1;291;1015
12;274;52;3;301;976
19;213;51;2;274;970
5;244;63;3;271;987
6;184;73;3;292;1031
42;346;82;4;276;1013
7;222;45;5;297;1015
8;160;31;5;291;1022
15;300;34;4;282;1007
10;90;62;3;276;1015
11;225;64;8;279;1033
6;137;89;0;288;1017
12;130;69;0;301;1011
8;269;51;5;290;1012
13;153;77;1;272;1019
9;246;80;3;282;1035
34;330;48;1;288;1027
10;270;68;3;270;1025
17;335;31;2;271;1016
7;304;69;1;302;1011
8;50;81;2;283;1028
6;170;93;2;278;1024
6;0;39;3;301;1022
17;275;79;2;294;1020
13;20;68;2;273;1030
4;261;63;1;284;1041
36;314;41;0;293;985
9;200;72;5;289;1016
6;277;47;3;274;1022
6;210;27;1;266;1029
11;300;33;12;270;1008
7;134;39;3;287;1037
15;70;54;3;298;1013
15;0;44;0;275;1029
9;280;24;6;278;1015
5;360;64;3;275;1026
14;130;70;4;279;1011
13;327;48;0;297;1021
16;320;81;3;279;1018
5;290;57;5;283;1010
20;100;94;2;298;1007
11;200;43;5;293;1016
8;195;93;1;288;1014
6;251;96;2;298;974
17;270;22;4;287;1017
8;240;68;1;291;1012
5;339;56;1;282;1015
9;50;71;5;286;1026
57;189;98;1;288;1010
12;39;86;2;292;982
13;39;81;4;288;981
9;293;94;3;274;1015
5;110;75;3;281;1016
19;20;68;5;269;1028
5;0;25;2;267;1029
17;236;68;1;261;1036
14;113;79;2;270;1038
9;180;49;3;299;1023
93;305;90;2;272;1009
27;246;73;4;277;1025
41;50;81;3;284;1024
14;279;79;4;274;1009
11;48;88;3;285;987
10;330;63;5;272;1005
11;251;69;4;269;1025
36;293;27;0;277;1022
7;302;100;3;285;1010
12;250;69;4;296;1016
8;186;81;1;299;980
10;244;61;3;274;994
5;300;39;7;271;1012
9;170;83;3;295;1009
9;40;80;10;273;997
9;180;81;2;283;1018
33;268;45;2;294;1017
13;197;84;1;290;981
15;191;97;10;285;1015
6;250;34;6;299;1017
4;55;84;2;287;1035
10;40;80;3;273;1016
15;257;69;3;277;1035
11;319;65;1;287;1026
15;319;46;6;274;1022
3;240;81;2;278;1019
5;140;56;3;294;1020
16;10;48;4;302;1010
6;330;75;5;280;1026
28;269;98;3;269;1040
12;0;48;0;275;1029
5;190;73;3;296;1013
44;108;92;1;292;1007
4;70;80;4;271;1013
5;230;55;8;287;1004
6;250;73;2;289;1017
7;48;90;1;291;1015
6;172;99;2;281;1045
13;330;93;2;278;1022
9;20;59;4;275;1019
23;348;47;1;296;1014
11;292;80;1;261;1027
20;50;63;2;289;1019
5;100;38;2;274;1026
11;150;83;1;275;1039
6;310;59;6;273;1020
11;50;71;5;286;1026
8;290;38;7;278;1017
19;322;61;5;267;1035
6;360;24;3;286;1021
4;186;80;3;298;1032
7;260;46;4;284;1012
7;312;73;4;266;1027
8;50;62;4;292;1014
11;319;66;5;266;1017
5;140;72;1;295;1020
5;140;59;4;289;1027
42;240;37;7;286;1013
10;301;80;1;296;1022
46;312;62;3;265;1018
5;180;46;2;284;1015
4;180;69;1;272;1024
6;113;61;1;300;1012
9;284;92;4;275;1021
10;153;61;2;304;1013
10;246;96;1;279;1023
9;227;90;3;285;997
10;269;100;2;277;1034
24;35;69;4;269;1042
7;320;34;9;276;1027
9;244;64;3;279;984
11;0;33;3;294;1026
9;91;98;4;282;1012
32;203;79;1;259;1024
9;340;55;4;276;1016
6;198;42;1;295;1010
24;8;90;2;290;1034
14;120;38;2;296;1017
21;210;65;3;273;1020
14;244;72;3;281;995
33;295;65;8;264;1024
13;260;26;5;287;1020
7;310;45;2;299;1009
22;50;87;10;278;1008
6;244;73;3;270;989
14;158;90;1;292;1014
3;100;86;3;275;1023
8;180;81;1;282;1015
7;20;38;7;269;1019
57;358;43;3;291;1016
41;290;22;9;279;1015
11;117;65;0;305;1019
18;183;33;2;292;1021
10;307;72;2;286;984
57;330;47;5;273;1038
7;262;56;1;294;1027
19;300;59;5;273;1017
15;170;48;3;303;1010
13;225;73;2;293;1005
7;180;71;6;285;1017
57;300;39;3;270;1021
14;318;71;5;262;1001
5;138;56;0;302;1017
6;300;22;9;283;1015
16;356;45;4;293;1026
27;260;43;8;272;1007
10;0;30;1;299;1022
7;310;77;4;291;1004
10;230;43;3;285;1014
8;231;80;2;281;1016
12;319;48;2;299;1016
9;199;68;3;302;980
8;81;97;1;288;1016
7;90;61;4;281;1015
52;270;25;7;282;1015
6;120;64;3;275;1026
6;270;45;6;278;1012
4;0;79;0;269;1016
8;110;93;4;286;1026
13;360;54;4;288;1015
6;295;31;1;292;1013
9;300;64;5;276;1015
25;210;30;4;270;1032
10;300;37;7;285;1013
12;190;83;3;292;1021
8;280;84;2;267;1011
29;335;92;2;278;1020
31;217;49;1;305;1021
19;150;54;3;300;1012
8;320;65;3;281;1003
6;225;90;1;279;1019
6;298;57;8;270;1021
13;319;38;3;287;1004
9;319;58;2;290;1018
23;303;61;0;298;1009
15;160;54;6;288;1024
10;212;67;2;301;1018
19;40;93;7;277;1014
17;257;69;1;268;1040
6;0;93;0;288;1012
11;307;59;2;289;980
5;230;81;3;280;1005
4;230;47;7;273;1023
7;0;69;0;272;1023
8;300;35;6;260;1025
6;40;86;8;276;992
12;250;34;9;283;1007
5;330;95;3;276;1024
11;266;50;0;307;1011
27;310;30;5;277;1018
52;294;87;2;295;1021
7;330;57;5;262;1027
14;350;64;4;275;1026
10;255;75;0;299;1010
3;287;59;2;299;1018
6;0;82;1;289;1016
6;0;68;2;289;1010
6;360;93;7;274;1010
11;100;66;3;282;1023
6;190;49;2;267;1030
12;290;50;13;273;1008
50;140;88;4;295;1013
7;293;64;0;298;1029
15;50;82;5;287;1014
11;233;82;1;272;1035
8;340;33;2;281;1036
9;233;41;2;299;1032
5;40;48;2;272;1024
11;50;93;3;278;1022
7;230;42;3;301;1023
4;244;80;3;281;1011
6;80;83;3;297;1012
7;244;80;3;278;1009
20;135;89;1;289;1019
16;302;48;3;288;1014
11;249;49;2;293;983
8;150;61;4;297;1021
7;320;87;6;280;1013
12;340;64;5;272;1018
7;0;49;0;268;1019
12;193;97;3;293;1020
12;15;98;0;286;1018
7;10;70;2;274;1024
16;302;47;3;300;1024
14;178;73;3;278;1042
23;260;65;2;279;1003
16;105;48;1;288;1012
6;308;44;1;306;1011
9;330;21;5;275;1022
14;40;39;4;291;1030
15;70;47;2;296;1023
8;2;49;1;294;1011
11;340;55;5;276;1008
5;330;66;5;284;1009
9;125;82;1;296;1016
6;163;54;0;300;1015
9;244;63;3;271;989
57;355;66;7;276;1017
21;250;66;1;301;1025
15;170;52;2;294;1014
14;310;27;9;277;1011
9;161;77;1;289;1017
8;215;42;1;301;1026
34;298;63;3;255;1019
9;227;94;1;275;1019
14;300;23;5;271;1015
6;9;75;1;304;1022
24;230;36;4;289;1003
14;90;59;4;274;1033
57;40;69;5;299;1012
13;0;22;2;291;1028
16;244;60;3;269;1000
31;180;48;4;278;1023
4;140;45;2;268;1032
8;313;37;1;300;1023
13;244;74;3;276;989
9;320;51;6;275;1018
6;60;86;9;272;1026
7;5;48;3;291;1022
18;290;26;9;280;1010
13;310;30;5;272;1030
8;178;59;1;302;1017
52;116;98;2;292;1013
5;170;88;1;296;1017
4;206;82;1;292;1020
